,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
238,6,39,0.2468,0.3519,0.9299,0.911,0.1,64,sgd,MLPZero
239,6,40,0.2467,0.3517,0.9299,0.9111,0.1,64,sgd,MLPZero
240,7,1,0.4609,0.3272,0.8698,0.9075,0.01,32,sgd,MLPZeroReLu
241,7,2,0.3903,0.3159,0.8894,0.9113,0.01,32,sgd,MLPZeroReLu
242,7,3,0.3606,0.3073,0.8977,0.9141,0.01,32,sgd,MLPZeroReLu
243,7,4,0.343,0.3019,0.9027,0.9152,0.01,32,sgd,MLPZeroReLu
244,7,5,0.3311,0.2978,0.9063,0.9163,0.01,32,sgd,MLPZeroReLu
245,7,6,0.3222,0.2949,0.9088,0.9172,0.01,32,sgd,MLPZeroReLu
246,7,7,0.3153,0.2919,0.9108,0.9179,0.01,32,sgd,MLPZeroReLu
247,7,8,0.3097,0.2898,0.9124,0.9185,0.01,32,sgd,MLPZeroReLu
248,7,9,0.3049,0.2879,0.9138,0.919,0.01,32,sgd,MLPZeroReLu
249,7,10,0.3007,0.2862,0.915,0.9196,0.01,32,sgd,MLPZeroReLu
250,7,11,0.2971,0.2852,0.9161,0.9198,0.01,32,sgd,MLPZeroReLu
251,7,12,0.2939,0.2838,0.9169,0.9203,0.01,32,sgd,MLPZeroReLu
252,7,13,0.291,0.2826,0.9178,0.9207,0.01,32,sgd,MLPZeroReLu
253,7,14,0.2884,0.2816,0.9185,0.921,0.01,32,sgd,MLPZeroReLu
254,7,15,0.2861,0.2806,0.9192,0.9213,0.01,32,sgd,MLPZeroReLu
255,7,16,0.2839,0.2797,0.9198,0.9215,0.01,32,sgd,MLPZeroReLu
256,7,17,0.2819,0.2789,0.9204,0.9219,0.01,32,sgd,MLPZeroReLu
257,7,18,0.2801,0.2784,0.9208,0.922,0.01,32,sgd,MLPZeroReLu
258,7,19,0.2784,0.2777,0.9213,0.9222,0.01,32,sgd,MLPZeroReLu
259,7,20,0.2768,0.2771,0.9218,0.9224,0.01,32,sgd,MLPZeroReLu
260,7,21,0.2753,0.2765,0.9222,0.9226,0.01,32,sgd,MLPZeroReLu
261,7,22,0.2739,0.276,0.9226,0.9228,0.01,32,sgd,MLPZeroReLu
262,7,23,0.2726,0.2755,0.9229,0.9229,0.01,32,sgd,MLPZeroReLu
263,7,24,0.2713,0.2749,0.9233,0.9232,0.01,32,sgd,MLPZeroReLu
264,7,25,0.2702,0.2744,0.9236,0.9234,0.01,32,sgd,MLPZeroReLu
265,7,26,0.269,0.274,0.9239,0.9235,0.01,32,sgd,MLPZeroReLu
266,7,27,0.268,0.2737,0.9242,0.9236,0.01,32,sgd,MLPZeroReLu
267,7,28,0.2669,0.2733,0.9245,0.9237,0.01,32,sgd,MLPZeroReLu
268,7,29,0.266,0.273,0.9248,0.9238,0.01,32,sgd,MLPZeroReLu
269,7,30,0.265,0.2727,0.9251,0.9239,0.01,32,sgd,MLPZeroReLu
270,7,31,0.2641,0.2725,0.9253,0.924,0.01,32,sgd,MLPZeroReLu
271,7,32,0.2633,0.2722,0.9256,0.924,0.01,32,sgd,MLPZeroReLu
272,7,33,0.2624,0.2719,0.9258,0.9241,0.01,32,sgd,MLPZeroReLu
273,7,34,0.2616,0.2717,0.926,0.9242,0.01,32,sgd,MLPZeroReLu
274,7,35,0.2609,0.2715,0.9262,0.9243,0.01,32,sgd,MLPZeroReLu
275,7,36,0.2601,0.2713,0.9264,0.9244,0.01,32,sgd,MLPZeroReLu
276,7,37,0.2594,0.2711,0.9266,0.9245,0.01,32,sgd,MLPZeroReLu
277,7,38,0.2587,0.2709,0.9268,0.9246,0.01,32,sgd,MLPZeroReLu
278,7,39,0.2581,0.2707,0.927,0.9247,0.01,32,sgd,MLPZeroReLu
279,7,40,0.2574,0.2705,0.9272,0.9247,0.01,32,sgd,MLPZeroReLu
