,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
281,3,82,0.0372,0.0883,0.9885,0.9806,0.01,32,sgd,LeNet5RELU
282,3,83,0.0368,0.0885,0.9887,0.9806,0.01,32,sgd,LeNet5RELU
283,3,84,0.0363,0.0886,0.9888,0.9807,0.01,32,sgd,LeNet5RELU
284,3,85,0.0359,0.0888,0.9889,0.9807,0.01,32,sgd,LeNet5RELU
285,3,86,0.0355,0.0889,0.9891,0.9808,0.01,32,sgd,LeNet5RELU
286,3,87,0.0351,0.0891,0.9892,0.9808,0.01,32,sgd,LeNet5RELU
287,3,88,0.0347,0.0893,0.9893,0.9809,0.01,32,sgd,LeNet5RELU
288,3,89,0.0343,0.0894,0.9894,0.9809,0.01,32,sgd,LeNet5RELU
289,3,90,0.0339,0.0896,0.9896,0.981,0.01,32,sgd,LeNet5RELU
290,3,91,0.0336,0.0897,0.9897,0.981,0.01,32,sgd,LeNet5RELU
291,3,92,0.0332,0.0899,0.9898,0.981,0.01,32,sgd,LeNet5RELU
292,3,93,0.0328,0.09,0.9899,0.9811,0.01,32,sgd,LeNet5RELU
293,3,94,0.0325,0.0902,0.99,0.9811,0.01,32,sgd,LeNet5RELU
294,3,95,0.0322,0.0904,0.9901,0.9812,0.01,32,sgd,LeNet5RELU
295,3,96,0.0318,0.0905,0.9902,0.9812,0.01,32,sgd,LeNet5RELU
296,3,97,0.0315,0.0907,0.9903,0.9812,0.01,32,sgd,LeNet5RELU
297,3,98,0.0312,0.0909,0.9904,0.9813,0.01,32,sgd,LeNet5RELU
298,3,99,0.0309,0.091,0.9905,0.9813,0.01,32,sgd,LeNet5RELU
299,3,100,0.0306,0.0912,0.9906,0.9813,0.01,32,sgd,LeNet5RELU
